t,x_true,y_white,y_bias,y_drift,y_quant,y_late,y_drop,y_out,y_combo
2.709999999999999964e+00,-1.214172739486313324e-01,1.283009722883324821e-01,4.923166193215066100e-01,-1.198353489091974478e-03,-1.000000000000000056e-01,-1.361176194846086096e+00,-1.737464433455268298e-01,-1.696340564637654202e-01,-1.100000000000000089e+00
2.720000000000000195e+00,-1.131429722315441255e-01,5.835945310435139421e-02,6.694279074981717148e-01,-2.409883795526762684e-01,-1.000000000000000056e-01,-1.276699185790386215e+00,-6.774216198903823538e-02,-1.731437787725296218e-01,-1.100000000000000089e+00
2.729999999999999982e+00,-1.094378948825871500e-01,-1.251106713438089046e-01,5.391876650074192145e-01,-2.142081688447533827e-01,-1.000000000000000056e-01,-1.240986388194967871e+00,-8.263093654635472740e-02,-8.292027049596786825e-02,-1.000000000000000000e+00
2.740000000000000213e+00,-1.099343309062145724e-01,1.598769026063420751e-02,7.911354197555545698e-01,1.119262314355469329e-01,-2.000000000000000111e-01,-1.062669294879372117e+00,-1.553785067856257307e-01,-1.467296382342747341e-01,-9.000000000000000222e-01
2.750000000000000000e+00,-1.142195763363260119e-01,6.608823718215239840e-02,4.865406470515598047e-01,-8.259232150488965071e-03,-1.000000000000000056e-01,-9.160874998752503995e-01,-2.511153971764686077e-02,-1.031359412460065572e-01,-8.000000000000000444e-01
2.760000000000000231e+00,-1.218402988626514638e-01,-3.623967795988923823e-01,1.495663882418797885e-01,3.161844520459371199e-02,-2.000000000000000111e-01,-9.154089148370556650e-01,-1.700694768922504096e-01,-2.153067827456213168e-01,-7.000000000000000666e-01
2.770000000000000018e+00,-1.323073138664093706e-01,-4.193936827153518232e-01,4.638432761444167274e-01,-2.293501257960271073e-02,-2.000000000000000111e-01,-8.016598824637329868e-01,-1.006864860700525943e-01,-1.390127322155206846e-01,-6.000000000000000888e-01
2.780000000000000249e+00,-1.451007235411418406e-01,-2.622780406031272049e-01,4.849630839372361946e-01,-9.032108031239982626e-02,-3.000000000000000444e-01,-6.450021427989250933e-01,-2.002668601168286766e-01,-2.074469227053299392e-01,-6.000000000000000888e-01
2.790000000000000036e+00,-1.596753671076452108e-01,4.051542500721569406e-02,5.728646787926785500e-01,-2.351127583866498283e-02,-2.000000000000000111e-01,-5.764407304687246825e-01,-8.066286181438483971e-02,-1.212688993239729035e-01,-4.000000000000000222e-01
2.800000000000000266e+00,-1.754665269900269053e-01,1.237980132448228687e-01,5.237668290572079499e-01,-9.475394654507129921e-02,-0.000000000000000000e+00,-5.521490483996159826e-01,-1.575059755791503868e-01,-1.841564242824344777e-01,-3.000000000000000444e-01
2.810000000000000053e+00,-1.918958332348428830e-01,-1.626331052756095352e-01,7.101272538333713857e-01,2.852991876396093751e-03,-2.000000000000000111e-01,-4.682305034174286118e-01,-1.706163420953494270e-01,-1.758742227023968319e-01,-4.000000000000000222e-01
2.819999999999999840e+00,-2.083773064530743679e-01,9.673586927354818621e-02,5.112851727167145865e-01,-1.208170472909291665e-01,-2.000000000000000111e-01,-3.558120256339473708e-01,-2.313203184131571999e-01,-1.108426609519093387e-01,-3.000000000000000444e-01
2.830000000000000071e+00,-2.243234781655063514e-01,-2.109762181021290761e-02,4.141410592087862996e-01,-1.069328896706421284e-01,-2.000000000000000111e-01,-4.051191060310938008e-01,-2.072781651489926102e-01,-1.158979109881548702e-01,-2.000000000000000111e-01
2.839999999999999858e+00,-2.391515266502629578e-01,-2.510917238940144625e-01,2.563918124110627916e-01,-1.829614645823036123e-01,-2.000000000000000111e-01,-4.089059174738454705e-01,-2.998858829129937842e-01,1.476323444063564416e+00,-0.000000000000000000e+00
2.850000000000000089e+00,-2.522893662344486421e-01,-3.997559332168524326e-01,3.004443254369099647e-01,-3.006858226094243358e-01,-4.000000000000000222e-01,-2.847492014363910973e-01,-2.765311678895938097e-01,-1.997955895437766305e-01,-0.000000000000000000e+00
2.859999999999999876e+00,-2.631816284417747842e-01,-3.901310075852687520e-01,5.969741959649574881e-01,-2.668835519292932501e-01,-2.000000000000000111e-01,-2.250757326636468880e-01,-3.299235432174451588e-01,-2.807520750369835172e-01,0.000000000000000000e+00
2.870000000000000107e+00,-2.712954745000145662e-01,-2.525294674526562533e-01,7.081189167611303681e-01,-1.279524309685539096e-01,-2.000000000000000111e-01,-1.668611397549289166e-01,-2.603731338998545031e-01,-3.872839046008478281e-01,0.000000000000000000e+00
2.879999999999999893e+00,-2.761261804148822385e-01,9.008229354398211708e-03,3.947115344144865867e-01,-2.910030169146433643e-01,-2.000000000000000111e-01,-2.678964756990308005e-01,-2.297615076776613752e-01,-3.040856357194640647e-01,nan
2.890000000000000124e+00,-2.772024381135889670e-01,-1.057722310608759098e-01,3.628859891277075866e-01,-2.055914600563024386e-01,-3.000000000000000444e-01,-1.894219063322311880e-01,-2.795674261669182092e-01,-2.625305157107821197e-01,1.000000000000000056e-01
2.899999999999999911e+00,-2.740913190284454126e-01,-5.341560545378976066e-01,2.870893217416252141e-01,-2.617554937690129147e-01,-3.000000000000000444e-01,-1.622594205945323831e-01,-2.077034671470689986e-01,-2.206580964151202140e-01,1.000000000000000056e-01
2.910000000000000142e+00,-2.664028498995661964e-01,-5.110303026227465129e-01,3.823465335669419263e-01,-2.489032510594071934e-01,-3.000000000000000444e-01,-1.279888709190545593e-01,-3.138945417968097007e-01,-3.390028952054834899e-01,1.000000000000000056e-01
2.919999999999999929e+00,-2.537941544916955117e-01,-8.761311606744465186e-02,3.585138049507087254e-01,-6.814799632839671495e-02,-4.000000000000000222e-01,-1.966573280556534187e-02,-1.763643666457580528e-01,-2.436192334489578892e-01,1.000000000000000056e-01
2.930000000000000160e+00,-2.359731193037012953e-01,-1.939190620498629503e-01,2.664981456312291996e-01,-3.204842600419310905e-01,-3.000000000000000444e-01,-1.015677848652573878e-01,-1.486019147040340549e-01,-3.221677925413254928e-01,2.000000000000000111e-01
2.939999999999999947e+00,-2.127015461561504450e-01,-4.006339440254604867e-01,5.679216999821758982e-01,-2.704732123983408787e-01,-2.000000000000000111e-01,-1.249486792381077904e-01,-2.502779553554357328e-01,-2.226158133751359736e-01,0.000000000000000000e+00
2.950000000000000178e+00,-1.837977597241876593e-01,-4.478547635268209648e-02,1.985039720193320367e-01,-2.296969173552347310e-01,-2.000000000000000111e-01,-1.575824586667290694e-01,nan,-1.528556741086229409e-01,1.000000000000000056e-01
2.959999999999999964e+00,-1.491386435871412397e-01,1.285429671830971010e-01,4.813273408546001053e-01,1.791750203865222213e-02,-1.000000000000000056e-01,-2.761040413491268330e-02,-1.168557188498316191e-01,-8.813496570860165913e-02,-0.000000000000000000e+00
2.970000000000000195e+00,-1.086610841374364145e-01,5.476842192074038440e-02,5.251279961748510638e-01,-1.643322285941724303e-03,-2.000000000000000111e-01,-1.530822884465236067e-01,-1.866186370796916461e-01,-1.003649701408868417e-01,0.000000000000000000e+00
2.979999999999999982e+00,-6.236280767125446101e-02,-3.793119821734123459e-02,6.695100138432571457e-01,-1.649796692175626300e-01,-1.000000000000000056e-01,-2.421131533537013159e-01,-1.109088123236884882e-01,-7.929973163486589427e-02,1.000000000000000056e-01
2.990000000000000213e+00,-1.030260211137701276e-02,2.618165750451623142e-01,5.591160560048202832e-01,-4.779972522447028388e-02,0.000000000000000000e+00,-2.193385932337953426e-01,-5.778210420699705918e-02,-6.006506391537149055e-03,-1.000000000000000056e-01
3.000000000000000000e+00,4.740007897280196225e-02,-2.731153484793173714e-02,4.583187816954363836e-01,7.007732535684377262e-02,-0.000000000000000000e+00,-1.762015701968116521e-01,1.023769248409135135e-01,4.067230794136414418e-02,-2.000000000000000111e-01
3.010000000000000231e+00,1.105661261451554855e-01,-5.523849774795988599e-03,6.915761020948417714e-01,1.157127317455827753e-01,2.000000000000000111e-01,-2.329158261412855035e-01,1.027649247231546686e-01,1.169923261095096867e-01,1.000000000000000056e-01
3.020000000000000018e+00,1.789583875808020696e-01,-3.637398391880680704e-03,5.745581222480178329e-01,1.511128496025699597e-01,1.000000000000000056e-01,-2.059505312167225211e-01,1.472236772074372868e-01,2.702189618007185823e-01,-1.000000000000000056e-01
3.030000000000000249e+00,2.522838700437922688e-01,6.366245227886755398e-01,7.816936381208193785e-01,3.758441666842963214e-01,2.000000000000000111e-01,-2.363428083468079588e-01,3.676284889487071439e-01,2.798156979969095293e-01,-1.000000000000000056e-01
3.040000000000000036e+00,3.301965052327412442e-01,7.608564985048501539e-01,7.780876642192519066e-01,2.800053747833121109e-01,3.000000000000000444e-01,-2.249375275069732394e-01,2.751102809888973377e-01,4.092953122835709667e-01,-1.000000000000000056e-01
3.050000000000000266e+00,4.123004536530057162e-01,4.074441609062031122e-01,1.495172127530966177e+00,4.914170066379668356e-01,5.000000000000000000e-01,-2.626919714990212928e-01,4.484195067905207832e-01,4.180261569647917286e-01,-2.000000000000000111e-01
3.060000000000000053e+00,4.981539127451540261e-01,6.209666023946399660e-01,6.657891259925146077e-01,5.270323349600579688e-01,4.000000000000000222e-01,-2.862439769977043746e-01,4.820402106279538246e-01,4.966317058794237904e-01,-0.000000000000000000e+00
3.070000000000000284e+00,5.872733909069131064e-01,6.820771226323799619e-01,9.474204798253361703e-01,6.041872893083105600e-01,6.000000000000000888e-01,-2.126068430876990878e-01,5.713062413239188286e-01,5.785692655751868418e-01,0.000000000000000000e+00
3.080000000000000071e+00,6.791384043401036408e-01,8.712900982629410152e-01,1.523820526746226589e+00,5.291154260770676299e-01,7.000000000000000666e-01,-3.174100107039750096e-01,6.968367789570583115e-01,5.956745522130894033e-01,-2.000000000000000111e-01
3.089999999999999858e+00,7.731965493837602565e-01,1.017142227390840370e+00,1.331594766518475970e+00,7.040985972933130332e-01,7.000000000000000666e-01,-3.301816817871591758e-01,7.740289074095598743e-01,8.025997731746753461e-01,-2.000000000000000111e-01
3.100000000000000089e+00,8.688688992018303026e-01,1.009965295039283006e+00,1.194712339599888873e+00,1.027472583260768069e+00,9.000000000000000222e-01,-2.260176394950913215e-01,9.066019486857029852e-01,7.678912123455242655e-01,0.000000000000000000e+00
3.109999999999999876e+00,9.655556704176767591e-01,9.511453474710613865e-01,1.689741105543776767e+00,1.041485518472487604e+00,1.000000000000000000e+00,-2.090479475562344314e-01,9.864046049807786432e-01,1.009289106011807657e+00,-1.000000000000000056e-01
3.120000000000000107e+00,1.062642102560675816e+00,9.625773613954543562e-01,2.081680944414348033e+00,9.335687478092051794e-01,1.100000000000000089e+00,-3.614172014154728441e-01,1.034904876149254083e+00,1.075153604542810060e+00,-0.000000000000000000e+00
3.129999999999999893e+00,1.159504491040014962e+00,9.585192173396847037e-01,1.765929396383570937e+00,1.210188929437642447e+00,1.100000000000000089e+00,-2.086038610301324536e-01,1.097150108646087530e+00,1.137227337789557202e+00,-1.000000000000000056e-01
3.140000000000000124e+00,1.255516312809606516e+00,7.336246701115319846e-01,2.029454781194800272e+00,1.101402045981286548e+00,1.200000000000000178e+00,-1.566408716628831799e-01,1.070522551363776609e+00,1.270101088291290425e+00,-0.000000000000000000e+00
3.149999999999999911e+00,1.350054382950678811e+00,1.334901281176722909e+00,1.682937973193529446e+00,1.440482449468368120e+00,1.300000000000000044e+00,-1.983256137839747302e-01,1.305681690189248734e+00,1.358869963135811432e+00,-0.000000000000000000e+00
3.160000000000000142e+00,1.442504980085380195e+00,1.279069655073318490e+00,1.926361251076663228e+00,1.385828293333425165e+00,1.300000000000000044e+00,-1.745559531869390335e-01,1.422612530207262305e+00,1.440168995591746048e+00,-0.000000000000000000e+00
3.169999999999999929e+00,1.532269878848079969e+00,1.542554094067469128e+00,2.172627044984946743e+00,1.702785318773922807e+00,1.600000000000000089e+00,-1.207229282615691901e-01,1.491594525176118680e+00,1.515462816055327844e+00,0.000000000000000000e+00
3.180000000000000160e+00,1.618772228578534866e+00,1.601819580952206667e+00,2.254751033931940540e+00,1.734969943953275529e+00,1.500000000000000000e+00,-3.528357762234657358e-02,1.650936264010687937e+00,1.697694854010089349e+00,-0.000000000000000000e+00
3.189999999999999947e+00,1.701462218952348726e+00,1.498964533324371073e+00,2.167118028494236182e+00,1.763936237925475048e+00,1.700000000000000178e+00,-2.641921960475400455e-02,1.673114497631944975e+00,1.712671480146908731e+00,2.000000000000000111e-01
3.200000000000000178e+00,1.779822475414591043e+00,1.683145763203857781e+00,2.263556801822711684e+00,1.652308831569617054e+00,1.900000000000000133e+00,3.379365923944610550e-02,1.895795831570005197e+00,1.746250066226461728e+00,nan
3.209999999999999964e+00,1.853373130009272174e+00,1.940684235467042162e+00,2.330012790065721706e+00,1.843965590608392047e+00,2.000000000000000000e+00,1.024141432405757945e-01,1.909839759828659833e+00,1.789217695166242850e+00,nan
3.220000000000000195e+00,1.921676516473973750e+00,1.959620069669259834e+00,2.364880802780297664e+00,1.804137433265146750e+00,2.000000000000000000e+00,1.911707717640062087e-01,1.968992129577011641e+00,1.917175454874723739e+00,4.000000000000000222e-01
3.229999999999999982e+00,1.984341442261441824e+00,1.811051074645165793e+00,2.474649144412091939e+00,1.904255617575715709e+00,1.900000000000000133e+00,2.617499748990061437e-01,2.019613062954948912e+00,1.966706893009114054e+00,5.000000000000000000e-01
3.240000000000000213e+00,2.041026994420914065e+00,1.893453509335152329e+00,2.527230899021031263e+00,1.937266729015428623e+00,2.000000000000000000e+00,3.865611364419301865e-01,1.969402459462246124e+00,2.053917124075828937e+00,6.000000000000000888e-01
3.250000000000000000e+00,2.091445840977153026e+00,2.210016629063748184e+00,2.780653734389203713e+00,2.056662804112227683e+00,2.100000000000000089e+00,4.157760400481327334e-01,2.047773979839375702e+00,2.160300442911724961e+00,7.000000000000000666e-01
3.260000000000000231e+00,2.135366994538384411e+00,2.187081916874292098e+00,2.452178425849857568e+00,2.179346036838716749e+00,2.000000000000000000e+00,4.561601973837689505e-01,2.116664973614776901e+00,2.175229414658242710e+00,7.000000000000000666e-01
3.270000000000000018e+00,2.172618010292885149e+00,2.238469481393475569e+00,2.870648269032241462e+00,2.232889864019146575e+00,2.000000000000000000e+00,4.731017291290386950e-01,2.170864142156018861e+00,2.170467868740924455e+00,8.000000000000000444e-01
3.280000000000000249e+00,2.203086596264043351e+00,2.174136884261978597e+00,3.150908747037284297e+00,1.964481172984351653e+00,2.300000000000000266e+00,5.897330692979858568e-01,2.212850494484289054e+00,2.239112395391791743e+00,8.000000000000000444e-01
3.290000000000000036e+00,2.226721619626922166e+00,2.379303771375362864e+00,2.858671545472538433e+00,2.102783689882928631e+00,2.200000000000000178e+00,8.043905981929355686e-01,2.244193180019954159e+00,2.184705935214083183e+00,1.000000000000000000e+00
3.300000000000000266e+00,2.243533498986336916e+00,2.266357570430280521e+00,2.749735221592156886e+00,2.108798109104529583e+00,2.300000000000000266e+00,8.144699315380261595e-01,2.228417615703422339e+00,2.222176023175922666e+00,1.100000000000000089e+00
3.310000000000000053e+00,2.253593978715189294e+00,2.765016420667577357e+00,2.667276624215759284e+00,2.344178127994337224e+00,2.300000000000000266e+00,9.507259211860014103e-01,2.267828184870410269e+00,2.306439119251787684e+00,1.000000000000000000e+00
3.320000000000000284e+00,2.257035287690057679e+00,2.166129965493309939e+00,2.753450119684307307e+00,2.148319317807009909e+00,2.200000000000000178e+00,1.061969513278457233e+00,2.193869901601321892e+00,2.277360734582160706e+00,1.200000000000000178e+00
3.330000000000000071e+00,2.254048690975579916e+00,2.116621293372491497e+00,2.612797539294295035e+00,2.308550190585668016e+00,2.200000000000000178e+00,1.206521558207678257e+00,2.149886257768520714e+00,2.252697048682158698e+00,1.300000000000000044e+00
3.339999999999999858e+00,2.244882449137327374e+00,2.580210698332258801e+00,2.894200159085164259e+00,2.255894424625364714e+00,2.300000000000000266e+00,1.174616050010624857e+00,2.249154653829091188e+00,2.156642587416026657e+00,1.400000000000000133e+00
3.350000000000000089e+00,2.229839205842860217e+00,2.219022118921798903e+00,2.809069844822764228e+00,2.296785841986431986e+00,2.300000000000000266e+00,1.434645452241999131e+00,2.293817959812165075e+00,2.265534904638338620e+00,1.500000000000000000e+00
3.359999999999999876e+00,2.209272830181836067e+00,2.056453448859512090e+00,2.960241079463954872e+00,2.159280504255842281e+00,2.300000000000000266e+00,1.386646814932561034e+00,2.223782497917910383e+00,2.218227370346117056e+00,1.600000000000000089e+00
3.370000000000000107e+00,2.183584745640488656e+00,2.274140117568271613e+00,2.837535485264386370e+00,2.114690701171711762e+00,2.200000000000000178e+00,1.465733445205319008e+00,nan,2.277230538205145649e+00,1.700000000000000178e+00
3.379999999999999893e+00,2.153219782847568542e+00,1.691969358051740979e+00,2.913497609780410613e+00,2.214111215240014197e+00,2.200000000000000178e+00,1.694903520791363860e+00,2.208896891791447548e+00,2.146857210581996966e+00,1.800000000000000044e+00
3.390000000000000124e+00,2.118661598015891379e+00,2.211649838116242162e+00,3.021005559015760955e+00,2.197453232590373950e+00,2.100000000000000089e+00,1.693809232732702563e+00,2.199002317494282099e+00,2.107300256975557673e+00,1.700000000000000178e+00
3.399999999999999911e+00,2.080427703387310423e+00,2.087625958690532801e+00,2.876474814887647558e+00,2.033303990509270243e+00,2.000000000000000000e+00,1.819990146933019082e+00,2.066303002520667231e+00,2.108472630113509272e+00,1.900000000000000133e+00
3.410000000000000142e+00,2.039064159904867335e+00,2.096052586760804193e+00,3.192993295122598774e+00,1.960461449347699059e+00,2.100000000000000089e+00,1.821560640753832283e+00,1.998724216503556583e+00,2.030080670643716001e+00,1.900000000000000133e+00
3.419999999999999929e+00,1.995139985744775801e+00,1.837078581267841848e+00,2.830051354768236660e+00,1.912582954662982448e+00,1.900000000000000133e+00,1.961734366067015456e+00,1.946859287907295677e+00,1.986282337167016854e+00,2.100000000000000089e+00
3.430000000000000160e+00,1.949241337208113212e+00,2.216112995982158829e+00,2.466709237977417146e+00,1.889703402587734171e+00,1.900000000000000133e+00,1.957158356351460959e+00,1.884461060091351614e+00,1.895006022347561769e+00,2.100000000000000089e+00
3.439999999999999947e+00,1.901965520768748696e+00,1.968123162088762035e+00,2.634014337957355956e+00,1.961226232014571025e+00,1.800000000000000044e+00,2.063348742689587567e+00,1.986456191967046037e+00,1.950002187413951926e+00,nan
3.450000000000000178e+00,1.853914896777012933e+00,1.853096897205425586e+00,2.617311561713746570e+00,1.746833616252824406e+00,1.900000000000000133e+00,2.111098371992207845e+00,1.812785597886622524e+00,1.943237355425140089e+00,2.200000000000000178e+00
3.459999999999999964e+00,1.805690736410585640e+00,1.881336281282398604e+00,2.440654559249933797e+00,1.896758332606741870e+00,1.900000000000000133e+00,2.108208916726068249e+00,1.806637648271450791e+00,1.746809571812209416e+00,2.200000000000000178e+00
3.470000000000000195e+00,1.757887093934119571e+00,1.593343511166123605e+00,2.519525303118585136e+00,1.593040372502040558e+00,1.900000000000000133e+00,2.250009354610649659e+00,1.754639075217623301e+00,1.808636433286342271e+00,2.200000000000000178e+00
3.479999999999999982e+00,1.711084756172524868e+00,1.688175485371774975e+00,2.440826124046357570e+00,1.703613365905446653e+00,1.700000000000000178e+00,2.225877939807972883e+00,1.678254714915453416e+00,1.700272792843900538e+00,2.300000000000000266e+00
3.490000000000000213e+00,1.665845330320824269e+00,1.367556557636973480e+00,2.546723517366588307e+00,1.556540764149707545e+00,1.800000000000000044e+00,2.252166926243943212e+00,1.761877062699446217e+00,1.600271753386544704e+00,2.300000000000000266e+00
3.500000000000000000e+00,1.622705529814792103e+00,1.404032366673813481e+00,2.215094339406584290e+00,1.625702788730404746e+00,1.500000000000000000e+00,2.284098267656130776e+00,1.641349652601647335e+00,1.653507255658565045e+00,2.300000000000000266e+00
3.510000000000000231e+00,1.582171715984126648e+00,1.643503910984019045e+00,2.011941044208186646e+00,1.796261240047594354e+00,1.600000000000000089e+00,2.218272218424519604e+00,1.517108174761548023e+00,1.575775309872217145e+00,2.400000000000000355e+00
3.520000000000000018e+00,1.544714750625112210e+00,1.570623406192057869e+00,2.074210015437035981e+00,1.453455665174558931e+00,1.500000000000000000e+00,2.252929804921719459e+00,1.549905310321196827e+00,1.634737939364848902e+00,2.300000000000000266e+00
3.530000000000000249e+00,1.510765211487844928e+00,1.661640694759837666e+00,1.741531837041078612e+00,1.607740818512933156e+00,1.500000000000000000e+00,2.298086045825319612e+00,1.621782666122971506e+00,1.521207413087421134e+00,2.400000000000000355e+00
3.540000000000000036e+00,1.480709019006258398e+00,1.349925076731546048e+00,1.563391101761749002e+00,1.320653996934115559e+00,1.500000000000000000e+00,2.139928839245595960e+00,1.459679268383125228e+00,1.439874888904115968e+00,2.300000000000000266e+00
3.550000000000000266e+00,1.454883518444327617e+00,1.434461103290209705e+00,1.857174238911875497e+00,1.473401821146608670e+00,1.300000000000000044e+00,2.271559048989551410e+00,1.490310779030532773e+00,1.425383618473362590e+00,2.300000000000000266e+00
3.560000000000000053e+00,1.433574057030881921e+00,1.297681483101043698e+00,1.937708925581522745e+00,1.641893854996509861e+00,1.500000000000000000e+00,2.251953138820196543e+00,1.501952292408808898e+00,1.432976513303366284e+00,nan
3.570000000000000284e+00,1.417011090654911598e+00,1.469802693318440046e+00,1.885686470952357752e+00,1.422683131615524177e+00,1.500000000000000000e+00,2.181876526448876863e+00,nan,1.462577378923881177e+00,2.200000000000000178e+00
3.580000000000000071e+00,1.405367849343627462e+00,1.563383128624262541e+00,2.248550583467058495e+00,1.212693451656539523e+00,1.500000000000000000e+00,2.152705761907132143e+00,1.383539535836352030e+00,1.367091003660998005e+00,2.300000000000000266e+00
3.589999999999999858e+00,1.398758585100726703e+00,1.613957194703360853e+00,1.786667254508731872e+00,1.312946088224987262e+00,1.400000000000000133e+00,2.055947097446009231e+00,1.400901516226871424e+00,1.481855795896829475e+00,2.400000000000000355e+00
3.600000000000000089e+00,1.397237419799580049e+00,1.512527513232829968e+00,1.759563856080559097e+00,1.373258727797196821e+00,1.500000000000000000e+00,2.121852304513042409e+00,1.342004696946253794e+00,1.481675255309751194e+00,2.100000000000000089e+00
3.609999999999999876e+00,1.400797804764464027e+00,1.242826016877246031e+00,2.402148735857610795e+00,1.259111583603522710e+00,1.500000000000000000e+00,1.963017073782888033e+00,1.424918026109271540e+00,1.442591695926206619e+00,2.000000000000000000e+00
3.620000000000000107e+00,1.409372597494033652e+00,1.452005239332805564e+00,1.707751915742085291e+00,1.520798121962109395e+00,1.400000000000000133e+00,2.027990330133806474e+00,1.346345826030728166e+00,1.410521347641949363e+00,2.200000000000000178e+00
3.629999999999999893e+00,1.422834754747157593e+00,1.215537054533836647e+00,2.181350423047841325e+00,1.446050889249481219e+00,1.300000000000000044e+00,1.868946789308939982e+00,1.440920972334522210e+00,1.425522163030326750e+00,2.200000000000000178e+00
3.640000000000000124e+00,1.440998634985068971e+00,1.056708862201177324e+00,2.024797390287112808e+00,1.313995149453670130e+00,1.400000000000000133e+00,1.895969394946610320e+00,1.453886254729153782e+00,1.347845822439227348e+00,2.100000000000000089e+00
3.649999999999999911e+00,1.463621897008338113e+00,1.498253457633405672e+00,1.558352303256707927e+00,1.481846217602946547e+00,1.500000000000000000e+00,1.760872544382614979e+00,1.504407246439428691e+00,1.433483710429646729e+00,2.000000000000000000e+00
3.660000000000000142e+00,1.490407975604696178e+00,1.506825262263720600e+00,2.292535370537559736e+00,1.460966473257125253e+00,1.400000000000000133e+00,1.841156336711725183e+00,1.398883680254454420e+00,1.379438725503596030e+00,1.900000000000000133e+00
3.669999999999999929e+00,1.521009109194904285e+00,1.669229151910509801e+00,2.060882849346195922e+00,1.292872765118090683e+00,1.600000000000000089e+00,1.751474102698486357e+00,1.495355705100387400e+00,1.525855803968434676e+00,1.900000000000000133e+00
3.680000000000000160e+00,1.555029888887680789e+00,1.719295342096912593e+00,2.236775813866929585e+00,1.668069564518371850e+00,1.500000000000000000e+00,1.694546080263584331e+00,1.536441940167616815e+00,1.545624615964336090e+00,2.000000000000000000e+00
3.689999999999999947e+00,1.592031293087376120e+00,1.344269190929093805e+00,2.243219142418702905e+00,1.658810124124299179e+00,1.600000000000000089e+00,1.626673492318022385e+00,1.645845556549387911e+00,1.688903183732426427e+00,1.800000000000000044e+00
3.700000000000000178e+00,1.631535166892857713e+00,1.448601930050512410e+00,2.305841671687568706e+00,1.383081917964841701e+00,1.700000000000000178e+00,1.551577750430355174e+00,1.589802543017754255e+00,1.590626289371049662e+00,1.700000000000000178e+00
3.709999999999999964e+00,1.673029101032462718e+00,1.670420583096061451e+00,2.460571911835487846e+00,1.754846194864239095e+00,1.600000000000000089e+00,1.523276031465274905e+00,1.654157753732188540e+00,1.660561945956366525e+00,1.800000000000000044e+00
3.720000000000000195e+00,1.715971661043268925e+00,1.728703092578276701e+00,2.758447882470764334e+00,1.657013227335301320e+00,1.600000000000000089e+00,1.535755433683530180e+00,1.653518071488818464e+00,1.660679004433895045e+00,1.600000000000000089e+00
3.729999999999999982e+00,1.759797913863993646e+00,1.839631591149483381e+00,2.421188992842708831e+00,1.789637042323935390e+00,1.800000000000000044e+00,1.523760016134375395e+00,1.805508026437333768e+00,1.716453216603733178e+00,1.600000000000000089e+00
3.740000000000000213e+00,1.803925196005691900e+00,1.540362958356167988e+00,2.373754932167966292e+00,1.754941693355765331e+00,1.700000000000000178e+00,1.526009843221693085e+00,1.814513506054388436e+00,1.779550767191997229e+00,1.600000000000000089e+00
3.750000000000000000e+00,1.847759065022572589e+00,1.795075271815749662e+00,2.636401636059728659e+00,1.685060451911270185e+00,1.900000000000000133e+00,1.429554768113925567e+00,1.830320716227965328e+00,1.848375039218800975e+00,1.500000000000000000e+00
3.760000000000000231e+00,1.890699374152563284e+00,2.016479515099697917e+00,2.592105840005791251e+00,1.868928391605310546e+00,1.800000000000000044e+00,1.327886676513546860e+00,1.837329704373690031e+00,2.022779788728737316e+00,1.400000000000000133e+00
3.770000000000000018e+00,1.932146408751224786e+00,2.308712774853028726e+00,2.034120183804083215e+00,2.055296091324092078e+00,1.900000000000000133e+00,1.397770311140051014e+00,1.889872747646583084e+00,1.945613396958479013e+00,1.500000000000000000e+00
3.780000000000000249e+00,1.971507022516693741e+00,1.717741681281456101e+00,2.669023954345296712e+00,1.756727369974723230e+00,2.000000000000000000e+00,1.326264979383431131e+00,1.913083064743784867e+00,2.035238060680971905e+00,1.500000000000000000e+00
3.790000000000000036e+00,2.008200711503435709e+00,2.329253595892441187e+00,2.536991110286731299e+00,1.973069970748461133e+00,2.000000000000000000e+00,1.455917506625690416e+00,1.996266929916962418e+00,1.947685642540176509e+00,1.500000000000000000e+00
3.800000000000000266e+00,2.041665564548757139e+00,1.981277930618134064e+00,2.600978184831390649e+00,1.949447562761101871e+00,2.000000000000000000e+00,1.381300452870804385e+00,2.009230819939778812e+00,2.962707818270400306e+00,1.600000000000000089e+00
3.810000000000000053e+00,2.071364029982091015e+00,1.779299294743541537e+00,2.388552953841966531e+00,2.111645343430631705e+00,2.100000000000000089e+00,1.368604558364389101e+00,2.029212480237178706e+00,2.107181319712581491e+00,1.500000000000000000e+00
3.820000000000000284e+00,2.096788440340259463e+00,2.359484240686039680e+00,3.083898441235003229e+00,1.939416475316317445e+00,2.000000000000000000e+00,1.372256998180420018e+00,2.149800684511282256e+00,2.094825417580766569e+00,1.400000000000000133e+00
3.830000000000000071e+00,2.117466239253607885e+00,1.900256071975212624e+00,2.823385159430050084e+00,2.144070228825422308e+00,2.100000000000000089e+00,1.447532843959273841e+00,2.120325583734619102e+00,2.165908995838320195e+00,1.600000000000000089e+00
3.839999999999999858e+00,2.132964857673596004e+00,1.895514295385191339e+00,2.648847312067438509e+00,2.081438126240875430e+00,2.200000000000000178e+00,1.468699233638306234e+00,2.216295647705615934e+00,2.127067847917708754e+00,1.600000000000000089e+00
